,Unnamed: 0,static_text,log_level,tokens,pos,posNum
959,17491,An error occurred while reloading file *,warn,"[An, error, occurred, while, reloading, file]","['DET', 'NOUN', 'VERB', 'SCONJ', 'VERB', 'NOUN']","[90, 92, 100, 98, 100, 92]"
960,13437,Restoring GlobalStore * failed due to: *. Deleting global store to recreate from scratch.,warn,"[Restoring, GlobalStore, failed, due, to, Deleting, global, store, to, recreate, from, scratch]","['VERB', 'PROPN', 'VERB', 'ADP', 'ADP', 'VERB', 'ADJ', 'NOUN', 'PART', 'VERB', 'ADP', 'NOUN']","[100, 96, 100, 85, 85, 100, 84, 92, 94, 100, 85, 92]"
961,5809,Setting LAF to: *,info,"[Setting, LAF, to]","['VERB', 'PROPN', 'PART']","[100, 96, 94]"
962,464,Ignoring duplicate class ,warn,"[Ignoring, duplicate, class]","['VERB', 'ADJ', 'NOUN']","[100, 84, 92]"
963,11536,$$$Empty Message$$$,info,"[ , Empty, Message]","['SPACE', 'ADJ', 'NOUN']","[103, 84, 92]"
964,6242,"Should not happen: shutdownHook==null, instanceCount=*",warn,"[Should, not, happen, shutdownHook, null, instanceCount]","['AUX', 'PART', 'VERB', 'NOUN', 'NOUN', 'NOUN']","[87, 94, 100, 92, 92, 92]"
965,13995,refreshing now because expiry is before next scheduled refresh time.,info,"[refreshing, now, because, expiry, is, before, next, scheduled, refresh, time]","['ADV', 'ADV', 'SCONJ', 'NOUN', 'AUX', 'ADP', 'ADV', 'ADJ', 'ADJ', 'NOUN']","[86, 86, 98, 92, 87, 85, 86, 84, 84, 92]"
966,14352,Non-incremental reconfig,info,"[Non, incremental, reconfig]","['VERB', 'ADJ', 'NOUN']","[100, 84, 92]"
967,1370,Can't connect to zookeeper to read the master znode,warn,"[Can, t, connect, to, zookeeper, to, read, the, master, znode]","['AUX', 'NOUN', 'VERB', 'AUX', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'NOUN']","[87, 92, 100, 87, 92, 94, 100, 90, 92, 92]"
968,13098,Joined group at generation * and got assignment: *,info,"[Joined, group, at, generation, and, got, assignment]","['ADJ', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'NOUN']","[84, 92, 85, 92, 89, 100, 92]"
969,13005,Could not stop task,warn,"[Could, not, stop, task]","['AUX', 'PART', 'VERB', 'NOUN']","[87, 94, 100, 92]"
970,2482,Took xlock for *,info,"[Took, xlock, for]","['VERB', 'NOUN', 'ADP']","[100, 92, 85]"
971,11801,Failed to read native metric %s from RocksDB,warn,"[Failed, to, read, native, metric, s, from, RocksDB]","['VERB', 'PART', 'VERB', 'ADJ', 'ADJ', 'PROPN', 'ADP', 'PUNCT']","[100, 94, 100, 84, 84, 96, 85, 97]"
972,672,Killing namenode :-,info,"[Killing, namenode]","['VERB', 'NOUN']","[100, 92]"
973,3013, :  | Skipping replaying bulkload event : |  because its sequence id is smaller than this region's lastReplayedOpenRegionSeqId |  =,warn,"[ , Skipping, replaying, bulkload, event, because, its, sequence, i, d, is, smaller, than, this, region, s, lastReplayedOpenRegionSeqId]","['SPACE', 'VERB', 'VERB', 'NOUN', 'NOUN', 'SCONJ', 'PRON', 'NOUN', 'PROPN', 'PROPN', 'AUX', 'ADJ', 'ADP', 'DET', 'NOUN', 'PART', 'PROPN']","[103, 100, 100, 92, 92, 98, 95, 92, 96, 96, 87, 84, 85, 90, 92, 94, 96]"
974,2119,Start to update the new assignment plan for the hbase:meta table and the region servers,info,"[Start, to, update, the, new, assignment, plan, for, the, hbase, meta, table, and, the, region, servers]","['VERB', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'NOUN']","[100, 94, 100, 90, 84, 92, 92, 85, 90, 92, 84, 92, 89, 90, 92, 92]"
975,2114,Start to update the region servers with the new assignment plan,info,"[Start, to, update, the, region, servers, with, the, new, assignment, plan]","['VERB', 'PART', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN']","[100, 94, 100, 90, 92, 100, 85, 90, 84, 92, 92]"
976,4813,$$$Empty Message$$$,warn,"[ , Empty, Message]","['SPACE', 'ADJ', 'NOUN']","[103, 84, 92]"
977,17440,"Access Token incorrectly returned from the OpenId Connect Provider while using ""id_token"" response type.",warn,"[Access, Token, incorrectly, returned, from, the, OpenId, Connect, Provider, while, using, id_token, response, type]","['NOUN', 'PROPN', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'PROPN', 'PROPN', 'SCONJ', 'VERB', 'VERB', 'NOUN', 'NOUN']","[92, 96, 86, 100, 85, 90, 92, 96, 96, 98, 100, 100, 92, 92]"
978,8170,Using ReplicationAwareTokenAllocator.,info,"[Using, ReplicationAwareTokenAllocator]","['VERB', 'NOUN']","[100, 92]"
979,12044,Build hybrid hash table from spilled partition [%d] with recursion level [%d],info,"[Build, hybrid, hash, table, from, spilled, partition, d, with, recursion, level, d]","['VERB', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'VERB', 'NOUN', 'X', 'ADP', 'NOUN', 'NOUN', 'NOUN']","[100, 84, 92, 92, 85, 100, 92, 101, 85, 92, 92, 92]"
980,3188,Scanner  |  lease expired on region ,info,"[Scanner, lease, expired, on, region]","['NOUN', 'NOUN', 'VERB', 'ADP', 'NOUN']","[92, 92, 100, 85, 92]"
981,11041,Error while registering metric.,warn,"[Error, while, registering, metric]","['NOUN', 'SCONJ', 'VERB', 'ADJ']","[92, 98, 100, 84]"
982,637,Performing action: Restart random region server,info,"[Performing, action, Restart, random, region, server]","['VERB', 'NOUN', 'PROPN', 'ADJ', 'NOUN', 'NOUN']","[100, 92, 96, 84, 92, 92]"
983,12789,Retrieved token with principal *,info,"[Retrieved, token, with, principal]","['VERB', 'VERB', 'ADP', 'NOUN']","[100, 100, 85, 92]"
984,622,Done restoring the cluster,info,"[Done, restoring, the, cluster]","['VERB', 'VERB', 'DET', 'NOUN']","[100, 100, 90, 92]"
985,3804,"Error occurred while replicating HFiles, retry attempt  |  with  |  files still remaining to replicate.",warn,"[Error, occurred, while, replicating, HFiles, retry, attempt, with, files, still, remaining, to, replicate]","['NOUN', 'VERB', 'SCONJ', 'VERB', 'PROPN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADV', 'VERB', 'PART', 'VERB']","[92, 100, 98, 100, 96, 92, 92, 85, 92, 86, 100, 94, 100]"
986,8285,Some hosts failed: *,warn,"[Some, hosts, failed]","['DET', 'NOUN', 'VERB']","[90, 92, 100]"
987,9953,Creating HiveGenericUDF from '*',info,"[Creating, HiveGenericUDF, from]","['VERB', 'NOUN', 'ADP']","[100, 92, 85]"
988,3003,"Drop memstore for Store  |  in region  |  , dropped memstoresize: [ |  }",info,"[Drop, memstore, for, Store, in, region, dropped, memstoresize]","['VERB', 'NOUN', 'ADP', 'PROPN', 'ADP', 'NOUN', 'VERB', 'PROPN']","[100, 92, 85, 96, 85, 92, 100, 96]"
989,6004,No component set through property: *,warn,"[No, component, set, through, property]","['DET', 'NOUN', 'VERB', 'ADP', 'NOUN']","[90, 92, 100, 85, 92]"
990,29,Don't know how to get PID from [ | ],warn,"[Don, t, know, how, to, get, PID, from]","['PROPN', 'NOUN', 'VERB', 'SCONJ', 'PART', 'VERB', 'PROPN', 'ADP']","[96, 92, 100, 98, 94, 100, 96, 85]"
991,11804,Failed to clean up path ,warn,"[Failed, to, clean, up, path]","['VERB', 'PART', 'VERB', 'ADP', 'NOUN']","[100, 94, 100, 85, 92]"
992,10953,Starting execution of job * (*) under job master id *.,info,"[Starting, execution, of, job, under, job, master, i, d]","['VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PROPN', 'VERB']","[100, 92, 85, 92, 85, 92, 92, 96, 100]"
993,8546,key * removed from cipher key cache,info,"[key, removed, from, cipher, key, cache]","['NOUN', 'VERB', 'ADP', 'PROPN', 'ADJ', 'NOUN']","[92, 100, 85, 96, 84, 92]"
994,5842,Could not start Mirror server,warn,"[Could, not, start, Mirror, server]","['AUX', 'PART', 'VERB', 'PROPN', 'NOUN']","[87, 94, 100, 96, 92]"
995,11856,Forwarding split: ,info,"[Forwarding, split]","['VERB', 'NOUN']","[100, 92]"
996,16401,closing ...,info,[closing],['VERB'],[100]
997,2621,MobFileCache disabled,info,"[MobFileCache, disabled]","['PROPN', 'VERB']","[96, 100]"
998,2267,"Loaded config; maxSteps= | , stepsPerRegion= | , maxRunningTime= | , isByTable= | , etc.",info,"[Loaded, config, maxSteps, stepsPerRegion, maxRunningTime, isByTable, etc]","['VERB', 'NOUN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'X']","[100, 92, 96, 96, 92, 92, 101]"
999,909,Number of version: ,info,"[Number, of, version]","['NOUN', 'ADP', 'NOUN']","[92, 85, 92]"
1000,11282,Registering TaskManager with ResourceID * (*) at ResourceManager,info,"[Registering, TaskManager, with, ResourceID, at, ResourceManager]","['VERB', 'PROPN', 'ADP', 'PROPN', 'ADP', 'PROPN']","[100, 96, 85, 96, 85, 96]"
1001,11995,bad conf file: element not <property>,warn,"[bad, conf, file, element, not, property]","['ADJ', 'ADJ', 'NOUN', 'NOUN', 'PART', 'NOUN']","[84, 84, 92, 92, 94, 92]"
1002,7666,ms server time taken for request  |  response size: ,info,"[ms, server, time, taken, for, request, response, size]","['ADJ', 'NOUN', 'NOUN', 'VERB', 'ADP', 'NOUN', 'NOUN', 'NOUN']","[84, 92, 92, 100, 85, 92, 92, 92]"
1003,4656,Nonexistent row: ,info,"[Nonexistent, row]","['ADJ', 'NOUN']","[84, 92]"
1004,4763,"Failed to get the row for key = [ | ], column family = [ | ]",warn,"[Failed, to, get, the, row, for, key, column, family]","['VERB', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN']","[100, 94, 100, 90, 92, 85, 84, 92, 92]"
1005,3610," is deprecated, please use  |  instead",warn,"[ , is, deprecated, please, use, instead]","['SPACE', 'AUX', 'VERB', 'INTJ', 'VERB', 'ADV']","[103, 87, 100, 91, 100, 86]"
1006,2079,Exception when queuing lock,warn,"[Exception, when, queuing, lock]","['NOUN', 'SCONJ', 'VERB', 'NOUN']","[92, 98, 100, 92]"
1007,2828,Quota support disabled,info,"[Quota, support, disabled]","['PROPN', 'NOUN', 'VERB']","[96, 92, 100]"
1008,14729,Problem starting AdminServer,warn,"[Problem, starting, AdminServer]","['NOUN', 'VERB', 'PROPN']","[92, 100, 96]"
1009,7298,"load local truststore -Failed to load truststore from:  | . Local truststore not available, aborting execution.",info,"[load, local, truststore, Failed, to, load, truststore, from, Local, truststore, not, available, aborting, execution]","['NOUN', 'ADJ', 'NOUN', 'VERB', 'PART', 'VERB', 'ADV', 'ADP', 'ADJ', 'NOUN', 'PART', 'ADJ', 'VERB', 'NOUN']","[92, 84, 92, 100, 94, 100, 86, 85, 84, 92, 94, 84, 100, 92]"
1010,10674,Could not properly dispose the private states in the pending checkpoint * of job *.,warn,"[Could, not, properly, dispose, the, private, states, in, the, pending, checkpoint, of, job]","['AUX', 'PART', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'VERB', 'NOUN', 'ADP', 'NOUN']","[87, 94, 86, 100, 90, 84, 92, 85, 90, 100, 92, 85, 92]"
1011,13924,Failed to sleep.,warn,"[Failed, to, sleep]","['VERB', 'PART', 'VERB']","[100, 94, 100]"
1012,15020,Takes * to process * watches,info,"[Takes, to, process, watches]","['VERB', 'PART', 'VERB', 'NOUN']","[100, 94, 100, 92]"
1013,7654,unable to locate resource for ,warn,"[unable, to, locate, resource, for]","['ADJ', 'PART', 'VERB', 'NOUN', 'ADP']","[84, 94, 100, 92, 85]"
1014,2788,Got InterruptedException in FlushSubprocedurePool,warn,"[Got, InterruptedException, in, FlushSubprocedurePool]","['PROPN', 'PROPN', 'ADP', 'PROPN']","[96, 96, 85, 96]"
1015,13315,Worker * did not shutdown gracefully,warn,"[Worker, did, not, shutdown, gracefully]","['PROPN', 'AUX', 'PART', 'VERB', 'ADV']","[96, 87, 94, 100, 86]"
1016,2883,* switch rpc throttle from * to *,info,"[ , switch, rpc, throttle, from, to]","['SPACE', 'VERB', 'NOUN', 'NOUN', 'ADP', 'ADP']","[103, 100, 92, 92, 85, 85]"
1017,10804,User file cache cannot remove prior directory ,warn,"[User, file, cache, can, not, remove, prior, directory]","['NOUN', 'NOUN', 'NOUN', 'AUX', 'PART', 'VERB', 'ADJ', 'NOUN']","[92, 92, 92, 87, 94, 100, 84, 92]"
1018,585,Stopping ZooKeeper node: ,info,"[Stopping, ZooKeeper, node]","['VERB', 'PROPN', 'NOUN']","[100, 96, 92]"
1019,2237,No servers available; cannot place  |  unassigned regions.,warn,"[No, servers, available, can, not, place, unassigned, regions]","['DET', 'NOUN', 'ADJ', 'AUX', 'PART', 'VERB', 'ADJ', 'NOUN']","[90, 92, 84, 87, 94, 100, 84, 92]"
1020,1767,Allowed fallback to SIMPLE auth for * connecting from *,warn,"[Allowed, fallback, to, SIMPLE, auth, for, connecting, from]","['VERB', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'ADP', 'VERB', 'ADP']","[100, 92, 85, 96, 92, 85, 100, 85]"
1021,6453,Could not resolve ResourceBundle for Locale [*],warn,"[Could, not, resolve, ResourceBundle, for, Locale]","['AUX', 'PART', 'VERB', 'PROPN', 'ADP', 'PROPN']","[87, 94, 100, 96, 85, 96]"
1022,13583,Reinitializing StandbyTask * from changelogs *,info,"[Reinitializing, StandbyTask, from, changelogs]","['PROPN', 'PROPN', 'ADP', 'NOUN']","[96, 96, 85, 92]"
1023,4570,* split writers finished; closing.,info,"[ , split, writers, finished, closing]","['SPACE', 'NOUN', 'NOUN', 'VERB', 'VERB']","[103, 92, 92, 100, 100]"
1024,12435,"The following not-subscribed topics are assigned, and their metadata will be fetched from the brokers: *",info,"[The, following, not, subscribed, topics, are, assigned, and, their, metadata, will, be, fetched, from, the, brokers]","['DET', 'VERB', 'PART', 'VERB', 'NOUN', 'AUX', 'VERB', 'CCONJ', 'PRON', 'NOUN', 'AUX', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN']","[90, 100, 94, 100, 92, 87, 100, 89, 95, 92, 87, 87, 100, 85, 90, 92]"
1025,10882,Cannot determine memory architecture. Using pure file-based shuffle.,warn,"[Can, not, determine, memory, architecture, Using, pure, file, based, shuffle]","['AUX', 'PART', 'VERB', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'VERB', 'NOUN']","[87, 94, 100, 92, 92, 100, 84, 92, 100, 92]"
1026,688,Performing action: Restart random zookeeper node,info,"[Performing, action, Restart, random, zookeeper, node]","['VERB', 'NOUN', 'PROPN', 'ADJ', 'NOUN', 'NOUN']","[100, 92, 96, 84, 92, 92]"
1027,2198,"Starting *; *; forceNewPlan=*, retain=*",info,"[Starting, forceNewPlan, retain]","['VERB', 'PROPN', 'VERB']","[100, 96, 100]"
1028,1452,"task  |  preempted from  | , current task state and owner=",info,"[task, preempted, from, current, task, state, and, owner]","['NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'CCONJ', 'NOUN']","[92, 100, 85, 84, 92, 92, 89, 92]"
1029,4468,Patching hbase:meta with with .regioninfo: ,info,"[Patching, hbase, meta, with, with, regioninfo]","['VERB', 'NOUN', 'NOUN', 'ADP', 'ADP', 'NOUN']","[100, 92, 92, 85, 85, 92]"
1030,9286,Error reading configuration file ,warn,"[Error, reading, configuration, file]","['NOUN', 'VERB', 'NOUN', 'NOUN']","[92, 100, 92, 92]"
1031,10381,"Worker * failed with status: *, reason: *, message: *.",info,"[Worker, failed, with, status, reason, message]","['PROPN', 'VERB', 'ADP', 'NOUN', 'NOUN', 'NOUN']","[96, 100, 85, 92, 92, 92]"
1032,10446,Failed to register metric,warn,"[Failed, to, register, metric]","['VERB', 'PART', 'VERB', 'ADJ']","[100, 94, 100, 84]"
1033,10312,end close.,info,"[end, close]","['VERB', 'ADV']","[100, 86]"
1034,9831,Could not properly shut down the cluster client.,info,"[Could, not, properly, shut, down, the, cluster, client]","['AUX', 'PART', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN']","[87, 94, 86, 100, 85, 90, 92, 92]"
1035,14530,"Invalid snapshot *. len = *, byte = *",info,"[Invalid, snapshot, len, byte]","['ADJ', 'NUM', 'PROPN', 'PROPN']","[84, 93, 96, 96]"
1036,6972,Existing AuthManager * superseded by *,warn,"[Existing, AuthManager, superseded, by]","['PROPN', 'PROPN', 'VERB', 'ADP']","[96, 96, 100, 85]"
1037,3455,"Exception while trying to refresh store files for region: | , exception:",warn,"[Exception, while, trying, to, refresh, store, files, for, region, exception]","['NOUN', 'SCONJ', 'VERB', 'PART', 'VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN']","[92, 98, 100, 94, 100, 92, 92, 85, 92, 92]"
1038,10660,Found * checkpoints in ZooKeeper.,info,"[Found, checkpoints, in, ZooKeeper]","['VERB', 'NOUN', 'ADP', 'PROPN']","[100, 92, 85, 96]"
1039,12982,Ignoring stop request for unowned connector *,warn,"[Ignoring, stop, request, for, unowned, connector]","['VERB', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN']","[100, 92, 92, 85, 84, 92]"
1040,938,Change the permission of  |  to ,warn,"[Change, the, permission, of, to]","['VERB', 'DET', 'NOUN', 'ADP', 'PART']","[100, 90, 92, 85, 94]"
1041,8969,Checked OS settings and found them configured for optimal performance.,info,"[Checked, OS, settings, and, found, them, configured, for, optimal, performance]","['VERB', 'NOUN', 'NOUN', 'CCONJ', 'VERB', 'PRON', 'VERB', 'ADP', 'ADJ', 'NOUN']","[100, 92, 92, 89, 100, 95, 100, 85, 84, 92]"
1042,4758,"Failed to modify the get from the load generator  = [ | ], column family = [ | ]",warn,"[Failed, to, modify, the, get, from, the, load, generator, column, family]","['VERB', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'NOUN']","[100, 94, 100, 90, 92, 85, 90, 92, 92, 92, 92]"
1043,10344,Username was not supplied separately.,info,"[Username, was, not, supplied, separately]","['PROPN', 'AUX', 'PART', 'VERB', 'ADV']","[96, 87, 94, 100, 86]"
1044,15749,"failed to apply updated cluster state in [*]:\nversion [*], uuid [*], source [*]\n*",warn,"[failed, to, apply, updated, cluster, state, in, nversion, uuid, source, n]","['VERB', 'PART', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'CCONJ']","[100, 94, 100, 100, 92, 92, 85, 92, 84, 92, 89]"
1045,14325,Starting server,info,"[Starting, server]","['VERB', 'NOUN']","[100, 92]"
1046,7233,Header count=* but writeFunctor count=*,warn,"[Header, count, but, writeFunctor, count]","['NOUN', 'NOUN', 'CCONJ', 'NOUN', 'VERB']","[92, 92, 89, 92, 100]"
1047,13044,Herder starting,info,"[Herder, starting]","['NOUN', 'VERB']","[92, 100]"
1048,3726,* Failed to create connection for peer cluster,warn,"[ , Failed, to, create, connection, for, peer, cluster]","['SPACE', 'VERB', 'PART', 'VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN']","[103, 100, 94, 100, 92, 85, 92, 92]"
1049,11078,Starting Flink Mini Cluster,info,"[Starting, Flink, Mini, Cluster]","['VERB', 'PROPN', 'PROPN', 'PROPN']","[100, 96, 96, 96]"
1050,2089,Unknown=*,info,[Unknown],['ADJ'],[84]
1051,1817,Playing-it-safe skipping merge/split gc'ing of regions from hbase:meta while regions-in-transition (RIT),warn,"[Playing, it, safe, skipping, merge, split, gc, ing, of, regions, from, hbase, meta, while, regions, in, transition, RIT]","['VERB', 'PRON', 'ADJ', 'VERB', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'SCONJ', 'NOUN', 'ADP', 'NOUN', 'NOUN']","[100, 95, 84, 100, 92, 92, 85, 96, 85, 92, 85, 92, 92, 98, 92, 85, 92, 92]"
1052,2212,RegionServer * *,info,[RegionServer],['PROPN'],[96]
1053,10677,Removing * from ZooKeeper,info,"[Removing, from, ZooKeeper]","['VERB', 'ADP', 'PROPN']","[100, 85, 96]"
1054,14410,Exception caught,warn,"[Exception, caught]","['NOUN', 'VERB']","[92, 100]"
1055,1569,"The DistributedFileSystem does not contain a DFSClient. Can't add the location block reordering interceptor. Continuing, but this is unexpected.",warn,"[The, DistributedFileSystem, does, not, contain, a, DFSClient, Can, t, add, the, location, block, reordering, interceptor, Continuing, but, this, is, unexpected]","['DET', 'PROPN', 'AUX', 'PART', 'VERB', 'DET', 'PROPN', 'AUX', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'PROPN', 'CCONJ', 'PRON', 'AUX', 'ADJ']","[90, 96, 87, 94, 100, 90, 96, 87, 92, 100, 90, 92, 92, 100, 92, 96, 89, 95, 87, 84]"
1056,2424,"procedure event for * is null, maybe the procedure is created when recovery",warn,"[procedure, event, for, is, null, maybe, the, procedure, is, created, when, recovery]","['NOUN', 'NOUN', 'ADP', 'AUX', 'ADJ', 'ADV', 'DET', 'NOUN', 'AUX', 'VERB', 'SCONJ', 'NOUN']","[92, 92, 85, 87, 84, 86, 90, 92, 87, 100, 98, 92]"
1057,48,"Failed to create ClusterStatusListener, not a critical problem, ignoring...",warn,"[Failed, to, create, ClusterStatusListener, not, a, critical, problem, ignoring]","['VERB', 'PART', 'VERB', 'PROPN', 'PART', 'DET', 'ADJ', 'NOUN', 'VERB']","[100, 94, 100, 96, 94, 90, 84, 92, 100]"
1058,2818, moving into violation of namespace space quota with policy ,info,"[ , moving, into, violation, of, namespace, space, quota, with, policy]","['SPACE', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN']","[103, 100, 85, 92, 85, 92, 92, 92, 85, 92]"
1059,9183,Generating feature descriptor file ,info,"[Generating, feature, descriptor, file]","['NOUN', 'NOUN', 'NOUN', 'NOUN']","[92, 92, 92, 92]"
1060,10620,Triggering checkpoint * @ * for job *.,info,"[Triggering, checkpoint, for, job]","['VERB', 'NOUN', 'ADP', 'NOUN']","[100, 92, 85, 92]"
1061,10003,Error while closing consumer connection,warn,"[Error, while, closing, consumer, connection]","['NOUN', 'SCONJ', 'VERB', 'NOUN', 'NOUN']","[92, 98, 100, 92, 92]"
1062,9356,Truststore * not found,info,"[Truststore, not, found]","['PROPN', 'PART', 'VERB']","[96, 94, 100]"
1063,4840,Failed to authenticate with * kerberos principal,info,"[Failed, to, authenticate, with, kerberos, principal]","['VERB', 'PART', 'VERB', 'ADP', 'PROPN', 'NOUN']","[100, 94, 100, 85, 96, 92]"
1064,3497,Sending interrupt to stop the worker thread,info,"[Sending, interrupt, to, stop, the, worker, thread]","['VERB', 'ADV', 'PART', 'VERB', 'DET', 'NOUN', 'NOUN']","[100, 86, 94, 100, 90, 92, 92]"
1065,592,Waiting for service:  |  to stop: ,info,"[Waiting, for, service, to, stop]","['VERB', 'ADP', 'NOUN', 'PART', 'VERB']","[100, 85, 92, 94, 100]"
1066,9264,Found a Karaf archive with .zip prefix; will deploy.,info,"[Found, a, Karaf, archive, with, zip, prefix, will, deploy]","['VERB', 'DET', 'PROPN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'AUX', 'VERB']","[100, 90, 96, 92, 85, 92, 92, 87, 100]"
1067,946,Created  |  connections for  |  threads,info,"[Created, connections, for, threads]","['VERB', 'NOUN', 'ADP', 'NOUN']","[100, 92, 85, 92]"
1068,8020,"You are running with sstables overlapping checks disabled, it can result in loss of data",warn,"[You, are, running, with, sstables, overlapping, checks, disabled, it, can, result, in, loss, of, data]","['PRON', 'AUX', 'VERB', 'ADP', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'PRON', 'AUX', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN']","[95, 87, 100, 85, 92, 100, 92, 84, 95, 87, 100, 85, 92, 85, 92]"
1069,10900,finishing iteration [ | ],info,"[finishing, iteration]","['VERB', 'NOUN']","[100, 92]"
1070,1439,Acquired ,info,[Acquired],['VERB'],[100]
1071,10262,$$$Empty Message$$$,info,"[ , Empty, Message]","['SPACE', 'ADJ', 'NOUN']","[103, 84, 92]"
1072,10649,Shutting down,info,"[Shutting, down]","['VERB', 'ADP']","[100, 85]"
1073,9374,* - * - *,warn,[ ],['SPACE'],[103]
1074,17322,updated user [*],info,"[updated, user]","['VERB', 'NOUN']","[100, 92]"
1075,14694,Accepted plaintext connection from *,info,"[Accepted, plaintext, connection, from]","['ADJ', 'NOUN', 'NOUN', 'ADP']","[84, 92, 92, 85]"
1076,4309,vmInputArguments=,info,[vmInputArguments],['NOUN'],[92]
1077,3236,Bloom filter turned off by CF config for ,info,"[Bloom, filter, turned, off, by, CF, config, for]","['NOUN', 'NOUN', 'VERB', 'ADP', 'ADP', 'PROPN', 'NOUN', 'ADP']","[92, 92, 100, 85, 85, 96, 92, 85]"
1078,16512,failing snapshot of shard [*] on closed node [*],warn,"[failing, snapshot, of, shard, on, closed, node]","['VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'PROPN']","[100, 92, 85, 92, 85, 84, 96]"
1079,1309,Remove decommissioned servers * from RSGroup done,info,"[Remove, decommissioned, servers, from, RSGroup, done]","['NOUN', 'VERB', 'NOUN', 'ADP', 'PROPN', 'VERB']","[92, 100, 92, 85, 96, 100]"
1080,1808,hbck chore already running. Can't run till it finishes.,warn,"[hbck, chore, already, running, Can, t, run, till, it, finishes]","['PROPN', 'NOUN', 'ADV', 'VERB', 'AUX', 'NOUN', 'VERB', 'SCONJ', 'PRON', 'VERB']","[96, 92, 86, 100, 87, 92, 100, 98, 95, 100]"
1081,830,Found: ,info,[Found],['VERB'],[100]
1082,11000,Stopping ZooKeeperLeaderElectionService *.,info,"[Stopping, ZooKeeperLeaderElectionService]","['VERB', 'NOUN']","[100, 92]"
1083,7782,Initialized Velocity successfully,info,"[Initialized, Velocity, successfully]","['VERB', 'PROPN', 'ADV']","[100, 96, 86]"
1084,5961,Sending properties *,info,"[Sending, properties]","['VERB', 'NOUN']","[100, 92]"
1085,15047,---------------------------------------------------------------,info,[ ],['SPACE'],[103]
1086,3660,"Encountered a malformed edit, seeking back to last good position in file, from * to *",warn,"[Encountered, a, malformed, edit, seeking, back, to, last, good, position, in, file, from, to]","['VERB', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADV', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADP']","[100, 90, 84, 92, 100, 86, 85, 84, 84, 92, 85, 92, 85, 85]"
1087,7530,Component '*' not rendered because it was already removed from page,warn,"[Component, not, rendered, because, it, was, already, removed, from, page]","['NOUN', 'PART', 'VERB', 'SCONJ', 'PRON', 'AUX', 'ADV', 'VERB', 'ADP', 'NOUN']","[92, 94, 100, 98, 95, 87, 86, 100, 85, 92]"
1088,12728,[Principal=*]: Not attempting to re-login since the last re-login was attempted less than * seconds before.,warn,"[ , Principal, Not, attempting, to, re, login, since, the, last, re, login, was, attempted, less, than, seconds, before]","['SPACE', 'NOUN', 'PART', 'VERB', 'PART', 'VERB', 'VERB', 'SCONJ', 'DET', 'ADJ', 'X', 'NOUN', 'AUX', 'VERB', 'ADJ', 'ADP', 'NOUN', 'ADP']","[103, 92, 94, 100, 94, 100, 100, 98, 90, 84, 101, 92, 87, 100, 84, 85, 92, 85]"
