,static_text,log_level
9584,      adding feature repository: ,info
777,writing to hfiles for bulk load.,info
14939,Couldn't find the leader with id = *,warn
8638,set range rpc timeout to * ms,info
9578,Startup stage,info
15095,Synonym rule for [ | ] was ignored,info
4364,Before sideline big overlapped region: ,info
14863,Waiting for * ms before reconnecting with the leader,info
17140,"Not enough fields in csv record, expected at least  | . ",warn
9668,Could not invoke @CompleterMethod on  | . ,warn
7862,Small cdc volume detected at *; setting cdc_total_space_in_mb to *.  You can override this in cassandra.yaml,warn
9159,"Failures:  | , ",info
3415,Shutdown hook starting;  | = | ; fsShutdownHook=,info
7093,Exception executing script. *,warn
55,Regions against which left over task(s) are processed: ,info
9180,Attaching artifact,info
16785,[*] is already failed but encountered new failure; reason [*].,warn
11331,Upload directory * does not exist. ,info
16844,waiting to stop ILM because index [*] with policy [*] is currently in step [*],info
10669,Trying to retrieve checkpoint *.,info
2591,Stop taking snapshot= |  because: ,info
14588,Exception while accepting follower,warn
7742,As the instantiation of encryption/decryption class:,warn
5479,Erase |  HBase ACLs for  |  ,info
12800,"Registered signal handlers for  | , ",info
12137,Unregister application from the YARN Resource Manager with final status *.,info
8760,"Cannot perform truncate, some hosts are down",info
4871,Set configuration key: |  value:,info
10252,Processing task: ,info
4735,Starting ZooKeeper on port ,info
9809,Could not extract schema from Avro-generated SpecificRecord class *: *.,warn
5450,hbase.zookeeper.useMulti is deprecated. Default to true always.,warn
2703,Got an error notification for op: |  but we can't read the information. Killing the procedure.,warn
6234,"startConsuming(): No output file set, writing to work directory :",info
14688,syncEnabled =*,info
836,Setting Scan Filter for Export.,info
16859,failed to record snapshot [*] for snapshot [*] in policy [*]: policy not found,warn
11690,Could not load web content handler.,warn
3417,Shutdown hook finished.,info
12167,Adding keytab * to the AM container local resource bucket,info
16510,[*] failed to create snapshot - no longer a master,warn
9178,Error copying artifact ,warn
7758,web.xml: No url-pattern found for '*' with name '*',warn
3534,"Split detected, delegate selection to the parent policy.",info
13362,Skipping record due to null key or value. key=[*] value=[*] topic=[*] partition=[*] offset=[*],warn
11367,Invalid value * specified for integer range. Not a number.,warn
7595,$$$Empty Message$$$,info
9913,$$$Empty Message$$$,info
165,failed to get the procedure result procId=,warn
11075,"Could not create object name *.java.nio:type=BufferPool,name=mapped",warn
8284,Error closing connection,warn
17107,"Closing job [*], because [*]",info
4790,%s took %.3fs %.3fops/s,info
7467,"Error delegating to Externalizable : *, path: *",warn
6380,Default base='*',info
15794,$$$Empty Message$$$,warn
12729,Initiating logout for *,info
10296,Flink configuration is not set prior to loading this configuration. Cannot forward configuration keys from Flink configuration.,warn
5684,Problem in BSF script. *,warn
1959,"Draining RS node deleted, removing from list [ | ]",info
2584,$$$Empty Message$$$,info
14589,LEADING - LEADER ELECTION TOOK - * *MS,info
6578,$$$Empty Message$$$,warn
9764,Error during authentication,warn
1089,"Nothing left to decode. Exiting with missing EOF, log=*",warn
12407,Error executing interceptor onConsume callback,warn
17172,[*] Failed to delete file *,warn
13585,Shutting down,info
13366,Skipping record due to null key. value=[*] topic=[*] partition=[*] offset=[*],warn
1570,"The DFSClient is not linked to a namenode. Can't add the location block reordering interceptor. Continuing, but this is unexpected.",warn
706,Performing action: Change bloom filter on all columns of table ,info
8612,Error loading counter cache,warn
3442,Jumbo chunk size  |  must be more than regular chunk size  | . Converting to regular chunk.,warn
11485,Could not close the state stream for *.,warn
10680,Calling master restore hooks,info
14491,Unexpected ensemble name: ensemble name: * client ip: *,warn
540,HttpServer.start() threw a MultiException,info
5447,Interrupted,info
755,Could not validate jar file  |  for class ,warn
11669, Maximum heap size:  |  MiBytes,info
11688,Determined location of main cluster component log file: *,info
8118,"Failed deleting files for transaction log *, we'll retry after GC and on on server restart",info
7759,$$$Empty Message$$$,info
12986,Set up the key converter * for task * using the worker config,info
14341,SyncRequestProcessor exited!,info
10437,Started JMX server on port  | .,info
2415,"Table  | , small region size:  |  plus its neighbor size:  | , less than the avg size  | , merging them",info
6638,Using default: *,warn
12625,Received invalid metadata error in produce request on partition * due to *. Going to request metadata update now,warn
1776,"hbase.ipc.server.callqueue.handler.factor is *ILLEGAL*, it should be in range [0.0, 1.0]",warn
15241,Package type: ,info
369,Not able to close the BufferedReader,warn
7310,load local truststore -Attempting to read truststore from: *,info
8914,mx4j successfuly loaded,info
11418,Using restart strategy * for * (*).,info
4481,By the time we tried to process this region dir it was already gone: ,warn
8639,set write rpc timeout to * ms,info
8724,Starting local schema reset...,info
14739,Failed to register with JMX,warn
7436,unexpected invocation of #onAfterSubmit() on *,warn
14725,QuorumPeer responder thread exited,warn
36,"Scanner= |  has received an exception, and the server  | asked us to reset the scanner state.",info
5770,Invalid queue size '*' defaulting to *5000,warn
9371,Unable to send security auditing EventAdmin events: ,warn
13914,We were behind * but it looks like they died. Back to determination.,info
16868,triggering scheduled [ML] maintenance tasks,info
12051,The rehash take * ms for * segments,info
13004,Could not close transformation chain,warn
15348,unable to retrieve max number of threads [ | ],warn
14437,binding to port *,info
135,Failed to delete table ,info
11670, JAVA_HOME:  | (not set),info
16714,interrupted while waiting for scheduler engine termination,warn
10863,Successful shutdown (took * ms).,info
10012,Trying to get topic metadata from broker * in try */*,info
3075,New blockCacheSize from HeapMemoryTuner  |  is above max level  | . Resetting blockCacheSize to min size,info
15094,"no nodes to set, nodes will be updated at the next sniffing round",warn
8867,Using non-blocking/asynchronous thrift server on * : *,info
3102,Compaction failed at original callstack: ,info
2831,Switch rpc throttle from * to *,info
613,Restoring cluster - restoring region servers reported  |  errors:,warn
2952,$$$Empty Message$$$,info
656,Killing master ,info
11275,Could not properly shutdown the application.,warn
15118,$$$Empty Message$$$,warn
6608,$$$Empty Message$$$,info
8298,Hint dispatch was interrupted,warn
11733,Using directory * as local cache.,info
3746,"* No replication ongoing, waiting for new log",warn
10644,"Found a completed checkpoint before the latest savepoint, will use it to recover!",info
1505,Failed to resubmit because znode doesn't exist  |  task done (or forced done by removing the znode),warn
14292,ignored exception during selector close.,warn
8311,"Unexpected EOF replaying hints (*), likely due to unflushed hint file on shutdown; continuing",warn
10014,Error communicating with broker * to find partitions for *. * Message: *,warn
753,"The addDependencyJars(Configuration, Class<?>...) method has been deprecated since it is easy to use incorrectly. Most users should rely on addDependencyJars(Job) instead. See HBASE-8386 for more details.",warn
9,Deleted ,info
14980,No password found for user: *,warn
10068,Flushing outstanding * records,info
3772,"Got NPE opening reader, will retry.",warn
6360,Insufficient columns to parse field '*' at line *,warn
4855,Effective user: *,info
9476,Error closing reader for file ,warn
779,Flushing all data that skipped the WAL.,info
2567,Restore snapshot= |  as table=,info
4852,Fail to enable the doAs feature. hbase.regionserver.thrift.http is not configured,warn
9812,Building program from JAR file,info
4773,$$$Empty Message$$$,warn
9191,"dependencies.contains:  | , size before:  | , size after: ",warn
13079,Starting connectors and tasks using config offset *,info
16708,"Version of mappings for [*] not found, recreating",info
15979,"[*] can not be imported as a dangling index, as index with same name already exists in cluster metadata",warn
14920,Exception when using channel: for id * my id = *,warn
8918,"Unable to lock JVM memory (ENOMEM). This can result in part of the JVM being swapped out, especially with mmapped I/O enabled. Increase RLIMIT_MEMLOCK or run Cassandra as root.",warn
11067,Ignoring attempted registration of a metric due to being null for name *.,warn
833,Setting TimeRange for counter.,info
1855,Ignoring exception ,warn
9086,Re-running * times to verify it isn't failing more often than it should.,info
3774,unable to recover lease for WAL: ,warn
5593,maximum(*) - minimum(*) must be <= *2147483647,warn
3332,Unable to report fatal error to master,warn
10763,Job * (*) switched from state * to *.,info
1287, move servers  |  and tables  |  to rsgroup,info
2922,Region  |  already closed,warn
954,Sampling 1 every  |  out of  |  total rows.,info
9187,Error while opening artifact,warn
14042,Interrupted while reading the error stream,warn
10105,Got LimitExceededException when listing shards from stream  | . Backing off for  |  millis.,warn
4461,"Region  |  is in META, and in a disabled  | tabled that is not deployed",info
14335,Purge task not started. Ignoring shutdown!,warn
15549,cluster UUID [*],info
13197,Starting FileOffsetBackingStore with file *,info
665,Killed zookeeper node  | . Reported num of rs:,info
10666,Shutting down,info
14606,Shutting down,info
13394,Error happened during initialization of the global state store; this thread has shutdown,warn
13788,*: Deactivating ProduceBenchWorker.,info
14960,Shutting down,info
1783,Handler errors ,warn
915,snapshot does not keeps WALs: ,warn
7701,Attempted to use HTTP2 Push but it is not supported for the current request: *!,warn
12025,The rehash take * ms for * segments,info
3065,"Setting  |  to  | , same value as  |  because supplied value less than initial block cache size.",warn
14934,FollowerRequestProcessor exited loop!,info
4358,[ | ] Merging  |  into ,info
9430,Can't connect to the LDAP server: *,warn
17491,An error occurred while reloading file *,warn
13437,Restoring GlobalStore * failed due to: *. Deleting global store to recreate from scratch.,warn
5809,Setting LAF to: *,info
464,Ignoring duplicate class ,warn
11536,$$$Empty Message$$$,info
6242,"Should not happen: shutdownHook==null, instanceCount=*",warn
13995,refreshing now because expiry is before next scheduled refresh time.,info
14352,Non-incremental reconfig,info
1370,Can't connect to zookeeper to read the master znode,warn
13098,Joined group at generation * and got assignment: *,info
13005,Could not stop task,warn
2482,Took xlock for *,info
11801,Failed to read native metric %s from RocksDB,warn
672,Killing namenode :-,info
3013, :  | Skipping replaying bulkload event : |  because its sequence id is smaller than this region's lastReplayedOpenRegionSeqId |  =,warn
2119,Start to update the new assignment plan for the hbase:meta table and the region servers,info
2114,Start to update the region servers with the new assignment plan,info
4813,$$$Empty Message$$$,warn
17440,"Access Token incorrectly returned from the OpenId Connect Provider while using ""id_token"" response type.",warn
8170,Using ReplicationAwareTokenAllocator.,info
12044,Build hybrid hash table from spilled partition [%d] with recursion level [%d],info
3188,Scanner  |  lease expired on region ,info
11041,Error while registering metric.,warn
637,Performing action: Restart random region server,info
12789,Retrieved token with principal *,info
622,Done restoring the cluster,info
3804,"Error occurred while replicating HFiles, retry attempt  |  with  |  files still remaining to replicate.",warn
8285,Some hosts failed: *,warn
9953,Creating HiveGenericUDF from '*',info
3003,"Drop memstore for Store  |  in region  |  , dropped memstoresize: [ |  }",info
6004,No component set through property: *,warn
29,Don't know how to get PID from [ | ],warn
11804,Failed to clean up path ,warn
10953,Starting execution of job * (*) under job master id *.,info
8546,key * removed from cipher key cache,info
5842,Could not start Mirror server,warn
11856,Forwarding split: ,info
16401,closing ...,info
2621,MobFileCache disabled,info
2267,"Loaded config; maxSteps= | , stepsPerRegion= | , maxRunningTime= | , isByTable= | , etc.",info
909,Number of version: ,info
11282,Registering TaskManager with ResourceID * (*) at ResourceManager,info
11995,bad conf file: element not <property>,warn
7666,ms server time taken for request  |  response size: ,info
4656,Nonexistent row: ,info
4763,"Failed to get the row for key = [ | ], column family = [ | ]",warn
3610," is deprecated, please use  |  instead",warn
2079,Exception when queuing lock,warn
2828,Quota support disabled,info
14729,Problem starting AdminServer,warn
7298,"load local truststore -Failed to load truststore from:  | . Local truststore not available, aborting execution.",info
10674,Could not properly dispose the private states in the pending checkpoint * of job *.,warn
13924,Failed to sleep.,warn
15020,Takes * to process * watches,info
7654,unable to locate resource for ,warn
2788,Got InterruptedException in FlushSubprocedurePool,warn
13315,Worker * did not shutdown gracefully,warn
2883,* switch rpc throttle from * to *,info
10804,User file cache cannot remove prior directory ,warn
585,Stopping ZooKeeper node: ,info
2237,No servers available; cannot place  |  unassigned regions.,warn
1767,Allowed fallback to SIMPLE auth for * connecting from *,warn
6453,Could not resolve ResourceBundle for Locale [*],warn
13583,Reinitializing StandbyTask * from changelogs *,info
4570,* split writers finished; closing.,info
12435,"The following not-subscribed topics are assigned, and their metadata will be fetched from the brokers: *",info
10882,Cannot determine memory architecture. Using pure file-based shuffle.,warn
688,Performing action: Restart random zookeeper node,info
2198,"Starting *; *; forceNewPlan=*, retain=*",info
1452,"task  |  preempted from  | , current task state and owner=",info
4468,Patching hbase:meta with with .regioninfo: ,info
9286,Error reading configuration file ,warn
10381,"Worker * failed with status: *, reason: *, message: *.",info
10446,Failed to register metric,warn
10312,end close.,info
9831,Could not properly shut down the cluster client.,info
14530,"Invalid snapshot *. len = *, byte = *",info
6972,Existing AuthManager * superseded by *,warn
3455,"Exception while trying to refresh store files for region: | , exception:",warn
10660,Found * checkpoints in ZooKeeper.,info
12982,Ignoring stop request for unowned connector *,warn
938,Change the permission of  |  to ,warn
8969,Checked OS settings and found them configured for optimal performance.,info
4758,"Failed to modify the get from the load generator  = [ | ], column family = [ | ]",warn
10344,Username was not supplied separately.,info
15749,"failed to apply updated cluster state in [*]:\nversion [*], uuid [*], source [*]\n*",warn
14325,Starting server,info
7233,Header count=* but writeFunctor count=*,warn
13044,Herder starting,info
3726,* Failed to create connection for peer cluster,warn
11078,Starting Flink Mini Cluster,info
2089,Unknown=*,info
1817,Playing-it-safe skipping merge/split gc'ing of regions from hbase:meta while regions-in-transition (RIT),warn
2212,RegionServer * *,info
10677,Removing * from ZooKeeper,info
14410,Exception caught,warn
1569,"The DistributedFileSystem does not contain a DFSClient. Can't add the location block reordering interceptor. Continuing, but this is unexpected.",warn
2424,"procedure event for * is null, maybe the procedure is created when recovery",warn
48,"Failed to create ClusterStatusListener, not a critical problem, ignoring...",warn
2818, moving into violation of namespace space quota with policy ,info
9183,Generating feature descriptor file ,info
10620,Triggering checkpoint * @ * for job *.,info
10003,Error while closing consumer connection,warn
9356,Truststore * not found,info
4840,Failed to authenticate with * kerberos principal,info
3497,Sending interrupt to stop the worker thread,info
592,Waiting for service:  |  to stop: ,info
9264,Found a Karaf archive with .zip prefix; will deploy.,info
946,Created  |  connections for  |  threads,info
8020,"You are running with sstables overlapping checks disabled, it can result in loss of data",warn
10900,finishing iteration [ | ],info
1439,Acquired ,info
10262,$$$Empty Message$$$,info
10649,Shutting down,info
9374,* - * - *,warn
17322,updated user [*],info
14694,Accepted plaintext connection from *,info
4309,vmInputArguments=,info
3236,Bloom filter turned off by CF config for ,info
16512,failing snapshot of shard [*] on closed node [*],warn
1309,Remove decommissioned servers * from RSGroup done,info
1808,hbck chore already running. Can't run till it finishes.,warn
830,Found: ,info
11000,Stopping ZooKeeperLeaderElectionService *.,info
7782,Initialized Velocity successfully,info
5961,Sending properties *,info
15047,---------------------------------------------------------------,info
3660,"Encountered a malformed edit, seeking back to last good position in file, from * to *",warn
7530,Component '*' not rendered because it was already removed from page,warn
12728,[Principal=*]: Not attempting to re-login since the last re-login was attempted less than * seconds before.,warn
10782,FailoverRegion * is * when cancel.,info
6184,Unsupported CHARSET: *,warn
8485,[repair #*] *,info
8556,Initializing key cache with capacity of * MBs.,info
15681,Cluster health status changed from [*] to [*] (reason: [*]).,info
948,Finished  |  in  | ms over  |  rows,info
635,Performing action: Change split policy of table ,info
453,before:  |  ,info
3053,"Inconsistent files, everything goes to L0.",warn
14454,Successfully loaded private key from *,info
11035,Reporting metrics for reporter * of type *.,info
1261,$$$Empty Message$$$,info
9128,"Your project should use the ""kar"" packaging or configure a ""classifier"" for kar attachment",warn
10353,Username was not supplied.,info
6150,Could not find toolbar definition list,warn
9738,Error starting ssh agent for local console,warn
3483,Nonce grace period  |  is less than a minute; might be too small to be useful,warn
12309,Node * sent an invalid full fetch response with *,info
2288,Done. Calculated a load balance in  | ms.  | Moving  |  regions off of  |  overloaded servers onto  |  less loaded servers,info
13359,Skipping record due to null key. change=[*] topic=[*] partition=[*] offset=[*],warn
10270,found resource  |  at ,info
10000,Fetch failed because of ClosedChannelException.,warn
11672, No Hadoop Dependency available,info
3896,"Could not cancel processing node children changed event, please file a JIRA and attach logs if possible.",warn
2663,"Submitted null subprocedure, nothing to run here.",warn
16229,Can't mark store as corrupted,warn
11430,"Trying to cancel job * with savepoint, but no savepoint directory configured.",info
13266,Started VerifiableSourceTask *-* producing to topic * resuming from seqno *,info
12997,Stopping task *,info
6305,testEnded(host),warn
8607,Token metadata: *,info
12873,"Couldn't find file * for FileStreamSourceTask, sleeping to wait for it to be created",warn
16403,attempt to complete task [*] with id [*] in the [*] state,warn
5999,Exception during stateChanged,info
4660,Test took ,info
13741,Can't cancel task * because it is already done.,info
2346,"Found a hfile ( | ) newer than current time ( |  <  | ), probably a clock skew",warn
13571,Detected task * that got migrated to another thread. This implies that this thread missed a rebalance and dropped out of the consumer group. Will try to rejoin the consumer group. Below is the detailed description of the task: *,warn
874,There's something wrong when locating rowkey:  |  for tablename: ,warn
17574,Active license is now [*]; Security is *,info
11674, JVM Options:,info
1546,Non-EventHandler  |  queued in ,warn
13811,*: error writing to stdin.,info
5850,Set Proxy login: *,info
5899,Could not fetch SamplePackage,warn
4652,Running  |  with codec[ | ]  | cipher[ | ] for  |  rows.,info
9582,"      Bundles:  | , ",info
13295,Created task * for connector *,info
4047,Bulk load operation did not get any files to load,warn
12304,Couldn't resolve server * from * as DNS resolution failed for *bootstrap.servers,warn
8776,Failed attempt * to connect to *. Retrying in * ms. (*),warn
11287,Could not properly remove the job * from the job leader id service.,warn
11461,Could not properly discard new sst file states.,warn
10087,Starting periodic watermark emitter with interval *,info
15335,"Used upsert operation [*] for script [*], doing nothing...",warn
15801,"Dropping a warning header, as their total count reached the maximum allowed of [ | ] set in [ | ]!",warn
730,Exception occurred during performing action: ,warn
2464,Start ,info
10336,GroupCombineFunction cannot be used as combiner for GroupReduceFunction. Generic types are incompatible.,warn
2047,resubmitted  |  out of  |  tasks,info
9822,Running 'list' command.,info
2049, set balanceSwitch=,info
6574,$$$Empty Message$$$,warn
425,"Configuration \ | be set to true. |  HBase checksum doesn't require  | it, see https://issues.apache.org/jira/browse/HBASE-6868.",warn
9475,Dependencies of kar * are now satisfied. Installing,info
10630,"Could not acknowledge the checkpoint * for task * of job * at *, because the pending checkpoint had been discarded. Discarding the state handle tp avoid lingering state.",warn
3248,"Flush of region  |  due to global heap pressure.  | Flush type= | Total Memstore Heap size= |  | Total Memstore Off-Heap size= |  | , Region memstore size= | ",info
9511,Error destroying MBeanServerFactory,warn
16991,Data frame analytics tasks * have no configs,warn
4835,$$$Empty Message$$$,warn
392,"Can not find hadoop 2.7+ printThreadInfo method, try hadoop hadoop 2.6 and earlier",info
12477,"Attempt to fetch offsets for partition * failed due to: *, retrying.",warn
666,Starting zookeeper node ,info
9575,   Feature  |  is defined as a boot feature,info
2948,Received unexpected exception trying to write ABORT_FLUSH marker to WAL:,warn
9767,Features plugin deactivated,info
15018,Received InterruptedException while waiting for cleanEvent,info
1456,Interrupted while yielding for other region servers,warn
11482,Ignoring invalid file size threshold value (*): * - using default value * instead.,warn
4618,Could not close WAL reader,warn
14459,Unable to start JettyAdminServer,warn
10818,Error granting leadership to contender,warn
10750,Job recovers via failover strategy: *,info
2516,Retriable error trying to delete table= |  state=,warn
11988, not found,info
9533,Ignoring non maven artifact ,warn
4809,$$$Empty Message$$$,warn
10903,streaming out final result after [ | ] iterations,info
7600,"Multiple url patterns defined for Wicket filter/servlet, using the first: *",warn
6561,$$$Empty Message$$$,info
4806,$$$Empty Message$$$,warn
12428,Setting newly assigned partitions: *,info
12836,$$$Empty Message$$$,warn
999,Waiting for thread-pool to terminate,warn
10745,Discarding the results produced by task execution *.,info
11545,Terminating registration attempts towards ResourceManager *.,info
11191,Could not close and delete the temp file for the current spilled partition probe side.,warn
12427,"Coordinator has owned partitions * that are not revoked with * protocol, it is likely client is woken up before a previous pending rebalance completes its callback",info
1701,hbase.regionserver.global.memstore.upperLimit is deprecated by hbase.regionserver.global.memstore.size,warn
16164,* deleting leftover shard on path: [*] with a different index UUID,warn
6621,* opening file *,info
15527,"master node [*] failed, restarting discovery",info
4425,Trying to fix orphan table error: ,info
8057,"Executor has shut down, could not submit *",info
9193,"dependencies.contains:  | , size before:  | , size after: ",warn
12635,The configuration '*' was supplied but isn't a known config.,warn
7208,creating receiver without authorisation credentials. UseResMsgId=*,info
7152,Interrupted *,warn
1912,Adding backup master ZNode ,info
8570,"Failed to load metrics-reporter-config, metric sinks will not be activated",warn
811,Dry run: Table will be deleted at end of dry run.,warn
9495,$$$Empty Message$$$,info
16713,scheduler engine was not terminated after waiting 5s,warn
11483,Could not close the state stream for *.,warn
11585,Using configured hostname/address for TaskManager: *.,info
13770,*: ProducerRunnable is exiting.  messagesSent=*; uniqueMessagesSent=*; ackedSends=*/*.,info
2655,Status  |  appears to have been leaked,warn
6991,No user agent extracted from requestHeaders:*,info
7719,An HTTP error response in WebSocket communication would not be processed by the browser! If you need to send the error code and message to the client then configure custom WebSocketResponse via WebSocketSettings#newWebSocketResponse() factory method and override #sendError() method to write them in an appropriate format for your application. The ignored error code is '*' and the message: '*'.,warn
6145,"Toolbar icon Action names error: *, use unknown action.",warn
13799,*: can't read any more from stdout: *,info
3858,Closing worker for wal group * because: *,info
11823,"* - checkpoint * complete, committing transaction * from checkpoint *",info
13382,No checkpoint found for task * state store * changelog * with EOS turned on. Reinitializing the task and restore its state from the beginning.,info
6921,* Problem with SSL certificate for url *? Ensure browser is set to accept the JMeter proxy cert: *,warn
1872,$$$Empty Message$$$,info
13716,*: scheduling unknown worker with ID * for stopping.,warn
13744,Destroying task *.,info
11986, not found,info
10557,Failed to delete locally cached BLOB * at *,warn
4390,Successfully exiting integrity repairs after  |  iterations,info
5779,Value for parameter '*' not a long: '*'.  Using default: '*'.,warn
7637,Handling the following exception,warn
2135,Failed deleting table state from zookeeper,warn
12678,Unexpected error from *; closing connection,warn
10921,Updated * in ZooKeeper.,info
2341,"Found a log ( | ) newer than current time ( |  <  | ), probably a clock skew",warn
10648,Fail to subsume the old checkpoint.,warn
5855,Loading system properties from: *,info
9564,Ignoring library  |  of type  |  which is only supported for Java 1.8.,warn
17570,Missing _meta field in mapping [*] of index [*],info
1044,LOCK_EVENT_WAIT rollback...,info
10533,Shutting down * @ *,info
8636,set rpc timeout to * ms,info
5443,Unable to get data of znode ,warn
6968,File * is invalid as no path is defined,warn
14742,"Interrupted while attempting to start ReadOnlyZooKeeperServer, not started",info
10789,Creating * individual failover regions for job * (*),info
2099,Start to generate assignment plan for  |  regions from table  |  with  |  region servers,info
10756,Concurrent full restart subsumed this restart.,info
2636,"After merging, there are  |  del files",info
14370,ExecutorService rejected execution,warn
9673,Could not use value  |  as set of completions!,warn
4254,$$$Empty Message$$$,info
975,"* bypassed, returning null to finish it",info
7519,Repeater '*' has multiple children with the same component id: '*',warn
9497,Trying to lock ,info
2143,"Interrupted, aborting since cannot return w/o splitting",warn
1095,Failed create of *,warn
7067,Couldn't instantiate filter '*',warn
7665,ms server time taken for request  |  response size: ,info
16135,reloading search analyzers,info
1267,Table  |  created,info
14048,Unexpected exception,warn
16429,no  | s loaded,info
940,Verify snapshot integrity,info
4449,Unable to complete check or repair the region ' | '.,warn
8624,Using saved tokens *,info
13053,Stopping connectors and tasks that are still assigned to this worker.,info
8732,JMX is not enabled to receive remote connections. Please see cassandra-env.sh for more info.,warn
6120,Reading templates from: *,info
645,"Move failed, might be caused by other chaos: *",warn
4394,Checking and fixing region consistency,info
14632,Not starting Read-only server as startup follows shutdown!,warn
5970,Host not found in list of active engines: *,warn
14210,On disk txn sync enabled with snapshotSizeFactor *,info
888,Input split length:  |  bytes.,info
10866,Received unexpected client request: *,warn
1824,INCONSISTENCY: Row name is not equal to serialized info:regioninfo content; row=* *; See if RegionInfo is referenced in another hbase:meta row? Delete?,warn
1348,Waiting on ,info
3113,Failed match of store file name ,warn
16062,$$$Empty Message$$$,warn
12676,Should never happen: re-authentication latency for a re-authenticated channel was null; continuing...,warn
255,Failed getting scanner and then failed close on cleanup,warn
7824,Skipped batch replay of * due to *,warn
174,", tries =  | , maxAttempts =  | , timeout =  |  ms, time elapsed =  |  ms",warn
7521,$$$Empty Message$$$,warn
11721,Using directory * for web frontend JAR file uploads.,info
14711,Sending exception: ,warn
11082,Flink Mini Cluster started successfully,info
14923,"Connection broken for id *, my id = *",warn
5838,Adding to classpath and loader: *,info
13709,$$$Empty Message$$$,warn
71,Checking master connection,warn
11534,Allocated slot for *.,info
6358,"Line: *. Found * fields, expected *. Extra fields have been ignored.",warn
1147,Remove uninitialized log: *,warn
16733,Rejecting certificate [*] [*] with common-names [*],info
15982,failed to list dangling indices,warn
4448,Could not check region consistency ,warn
2248,$$$Empty Message$$$,warn
337,Created with bufferSize=* and maxPoolSize=*,info
989,Ignore abort request on * because it does not support rollback,warn
8526,Incremental repair can't be requested with subrange repair because each subrange repair would generate an anti-compacted table. The repair will occur but without anti-compaction.,warn
9552,Writing configurations,info
2025,Cannot parse server name from ,warn
1125,"Unable to roll the log, attempt=",warn
12975,Worker stopped,info
13080,Finished starting connectors and tasks,info
860,Current scan=,info
12390,Subscribed to partition(s): *,info
9493,Lock acquired. Setting startlevel to ,info
9707,$$$Empty Message$$$,warn
4847,Waiting for up to  |  ms to finish processing |  pending requests,info
170,No serialized HRegionInfo in ,warn
14252,$$$Empty Message$$$,info
14443,Weighed connection throttling is enabled. But it will only be effective if connection throttling is enabled,info
1936, delete ,info
648,Performing action: Rolling batch restarting %d%% of region servers,info
13575,"Stream task * is already closed, probably because it got unexpectedly migrated to another thread already. Notifying the thread to trigger a new rebalance immediately.",info
9791,Http plugin deactivated,info
8698,Created new non-dynamic snitch *,info
10852,"Allocated * MB for network buffer pool (number of memory segments: *, bytes per segment: *).",info
8315,Failed to read a hint for * - digest mismatch for hint at position * in file *,warn
4469,"Region  |  is a split parent in META, in HDFS,  | and not deployed on any region server. This may be transient.",info
10112,"[setCurrentWatermark] Current watermark set to *, maxEmitTimestamp = *",info
10480,Found that a field is forwarded to more than one target field in semantic forwarded field information. Will only use the field with the lowest index.,warn
13898,ZooKeeper connection lost.  Trying to reconnect.,warn
1145,Remove uninitialized log: *,warn
6288,"Using StatisticalSampleSender for this run. * config: Thresholds: num=*, time=*. Key uses ThreadName: *",info
1693,Failed to persist data on exit,warn
11050,Duplicate class configuration detected for reporter *.,warn
1306,RSGroup balance * starting with plan count: *,info
6441,Valid ciphers are: *,warn
11581,Cannot determine the maximum number of open file descriptors,info
13288,Kafka cluster version is too old to return cluster ID,info
9516,Can't decrypt ,warn
452,= |  is superior to ,warn
4791,Rolling after  |  edits,info
14640,Failed to register with JMX,warn
14062,sasl client was unexpectedly null: cannot respond to Zookeeper server.,warn
1978,Cluster shutdown set;  |  expired; onlineServers=,info
6905,* Creating entry * in *,info
1073,"Worker stuck *, run time *",warn
9594,      appending to config file: *,info
12039,LongHybridHashTable: Use dense mode!,info
12135,The heartbeat interval of the Flink Application master (*) is greater than YARN's expiry interval (*). The application is likely to be killed by YARN.,warn
9285,Problem parsing override URI \ | \ | . Ignoring.,warn
13164,Registered loader: *,info
16018,delaying initial state recovery for [*]. *,info
7408,$$$Empty Message$$$,warn
4345,Unable to offline parent region:  | .  Just continuing with regular merge... ,warn
8460,Seed gossip version is *; will not connect with that version,warn
2705,Procedure  |  currently running.  Rejecting new request,warn
13678,*: Can't halt worker * because it is already DONE.,info
16249,* still pending deletes present for shards * - retrying,warn
9903,Shutting down Publisher failed.,info
3232,"Segment flattening failed, because versions do not match",warn
2362,Error while deleting: ,warn
16700,Requested shutdown of indexer for job [ | ],info
16190,failed to notify index event listener,warn
7647,$$$Empty Message$$$,warn
14706,Exception while sending challenge: ,warn
6337,Test Ended on *,info
16419,trying to update state on non-existing task *,warn
15864,unexpected error while pinging,warn
6440,Could not set cipher list: *.,warn
4505,"Firing off compaction request for server:  | ,  |  total queue size left: ",info
9835,"Job was executed in detached mode, the results will be available on completion.",warn
15667,"flood stage disk watermark [*] exceeded on *, all indices on this node will be marked read-only",warn
4148,"No RegionServerInfo found, regionServerName *",info
11878,Timestamp monotony violated: * < *,warn
10596,DELETE operation failed for BLOB */* from *.,warn
9747, is not a 'simple' key either,warn
12838,$$$Empty Message$$$,warn
12169,TM:Adding remoteKrb5Path * to the container local resource bucket,info
2463,Table ' | ' was successfully enabled.,info
4551,unable to recover lease for WAL: ,warn
2226,Waiting for RegionServers to join; current count=*,info
