,static_text,log_level
8365,Initializing index summary manager with a memory pool size of * MB and a resize interval of * minutes,info
15481,"no discovery configuration found, will perform best-effort cluster bootstrapping after [*] unless existing master is discovered",info
15749,"failed to apply updated cluster state in [*]:\nversion [*], uuid [*], source [*]\n*",warn
6297,Test Ended on *,info
13072,"Join group completed, but assignment failed. We were up to date, so just retrying.",warn
5572,$$$Empty Message$$$,warn
9672,Duplicate @CompleterMethod annotations on class  |  for index:  |  see: ,warn
2202,"There is no outstanding remote region procedure for *, serverName=*, code=*, seqId=*, proc=*, should be a retry, ignore",warn
14530,"Invalid snapshot *. len = *, byte = *",info
8824,Binding thrift service to *:*,info
16899,[*] *,warn
3299,"We were exiting though online regions are not empty, because some regions failed closing",info
8260,Not marking nodes down due to local pause of * > *,warn
5836,*=*,info
9499,Lock failed,info
966,Loaded MetricRegistries ,info
6422,No operation pending,warn
7942,Corrupt sstable *; skipping table,error
7745,\t( | ),warn
1091,While reading entry #* in *,error
1505,Failed to resubmit because znode doesn't exist  |  task done (or forced done by removing the znode),warn
16799,[*] data frame transform has stopped.,info
1492,Task  |  entered state=,info
15038,server principal name/hostname determination error,error
16712,$$$Empty Message$$$,warn
13603,Unexpected error during topic creation for *. Error message was: *,error
6116,Could not delete existing file *,error
8350,"Can't cast value for * to size accepted by *, value size is *.",error
5349,TTransportException inside handler,error
6788,Could not load headers,error
4732,Error closing table,error
4299,Region replica replication peer id=region_replica_replication not exist. Creating...,info
158,Failed to delete snapshot: ,error
3369,$$$Empty Message$$$,error
378,$$$Empty Message$$$,error
12175,Starting TaskManagers,info
8449,$$$Empty Message$$$,error
4745,Killing  | ; pid=,info
15736,"took [*], which is over [*], to * for [*]",warn
1372,Can't read the content of the znode file,warn
8554,Cannot start multiple repair sessions over the same sstables,error
13899,ZooKeeper connection lost.  Trying to reconnect.,warn
15370,cannot obtain short path for [*] because JNA is not available,warn
9016,Exception writing to internal frame buffer,error
72,Closing master protocol: ,info
13886,Error occurred re-adding node watcherfor node ,error
14211,On disk txn sync disabled,info
8461,Configuration error prevented outbound connection: *,warn
11683,RECEIVED SIGNAL *: SIG*. Shutting down as requested.,info
16600,"AutoFollower for cluster [*] has stopped, because there is no autofollow metadata",info
9578,Startup stage,info
7557,Couldn't write DiskDataStore index to file  | .,error
12653,Error getting JMX attribute '*',warn
1981,"Server  |  is not currently online.  | Removing from draining list anyway, as requested.",warn
13456,Failed to punctuate stream task * due to the following error:,error
9805,File already exists. Move it out of the way if you wish to recreate it: *,warn
8257,Overriding FD INITIAL_VALUE to *ms,info
14116,Error from callback,error
8984,Deallocate trace *: *,error
12635,The configuration '*' was supplied but isn't a known config.,warn
8693,"No nodes to force removal on, call 'removenode' first",warn
10677,Removing * from ZooKeeper,info
3574,"Received OPEN for the region:*, which is already online",warn
2464,Start ,info
1027,Recursive bypass on children of pid=*,info
10178,Unexpected problem while getting the file statistics for files '%s',error
14319,"Invalid config, exiting abnormally",error
5457,Parent znode exists: ,info
12969,* Task is being killed and will not recover until manually restarted,error
4202,Exception occurred while stopping master,error
4365,After sidelined big overlapped region:  |  to ,info
8194,Sleeping for *ms to ensure * does not change,info
17259,an error occurred while closing the internal client sniffer,error
13675,*: Cancelling worker * *.  ,info
1893,"Failed balance plan: *, just skip it",warn
4428,Strongly recommend to modify the TableDescriptor if necessary for: ,warn
11801,Failed to read native metric %s from RocksDB,warn
7702,Attempted to use HTTP2 Push but it is not supported for the current request: *!,warn
5912,All Setup Threads have ended,info
1348,Waiting on ,info
2349,"Unrecognized value:  |  for  | , use default config:  |  instead.",error
2914,Opened *; next sequenceid=*,info
11000,Stopping ZooKeeperLeaderElectionService *.,info
9809,Could not extract schema from Avro-generated SpecificRecord class *: *.,warn
9428,error with callback handler,error
2485,split WAL * on * succeeded,info
14425,Unsuccessful handshake with session 0x*,error
12978,Failed to start connector *,error
13578,"Standby task * is already closed, probably because it got unexpectedly migrated to another thread already. Notifying the thread to trigger a new rebalance immediately.",info
14859,Ignoring commit,warn
2673,$$$Empty Message$$$,error
6658,$$$Empty Message$$$,warn
2658,Namespace state found null for namespace : ,warn
9500,Releasing lock ,info
13065,Unexpected error during task reconfiguration: ,error
10543,* was shutdown successfully.,info
2177,pid= |  failed rollback attempt step  |  for splitting the region  |  in table ,warn
6353,* does not appear to have a valid header. Using default configuration.,info
11433,Cannot install HadoopSecurityContext because Hadoop cannot be found in the Classpath.,info
3362,Failed to initialize SuperUsers on reloading of the configuration,warn
10062,Error while sending record to Kafka: ,error
9081,Exception writing to internal frame buffer,error
4371,Overlap merges were interrupted,error
14726,Peer state changed: *,info
11869,"File processed: *, *, *",info
16391,version [*] is a pre-release version of Elasticsearch and is not suitable for production,warn
665,Killed zookeeper node  | . Reported num of rs:,info
4640,Waiting for datanodes to stop on mini cluster is not supported,warn
16059,$$$Empty Message$$$,info
13667,*: request conflict while creating worker * for task * with spec *.,info
5005,Exception inside handler,error
10303,Created  |  splits,info
7451,Error decrypting encrypted request listener query parameter,error
5370,Exception writing to internal frame buffer,error
4340,Found potential daughter a: ,info
8316,No defined indexes with the supplied names: *,info
15627,"Error updating template [*], request was not acknowledged",warn
12043,Build in memory hash table from spilled partition [%d],info
8521,Validating *,info
4469,"Region  |  is a split parent in META, in HDFS,  | and not deployed on any region server. This may be transient.",info
17679,caught an interrupted exception when waiting while closing ticker thread,warn
17141,$$$Empty Message$$$,error
13206,Discarding record with invalid connector status key *,warn
16589,* background management of retention lease [*] failed while following,warn
9482,Feature  | / |  has install flag set to \,warn
7127,IO Problem in *: *,warn
14279,Zxid outstanding 0x* is less than current 0x*,warn
12898,Stopping due to error,error
6285,testEnded(hostname),warn
8407,Failed to list files in * with exception: *,error
2711,Another thread has submitted procedure ' | '. Ignoring this attempt.,error
454,after:  |  ,info
16613,* shard follow task has been stopped,info
10214,Configuration cannot evaluate value * as an integer number,warn
1992,$$$Empty Message$$$,info
8143,Not submitting build tasks for views in keyspace * as storage service is not initialized,info
4500,Including store:  |  with:  |  files for compaction for region: ,info
17097,Opening job [*],info
5427,Unable to set watcher on znode ,warn
10957,Fatal error occurred on JobManager.,error
355,SpanReceiver  |  was loaded successfully.,info
2596,"Failed to create znode  |  due to:  | , will retry later",warn
6385,Stored: * Alias: *,info
8536,Truncating legacy schema tables,info
3831,"Skipping failover for peer * of node *, peer is null",warn
12168,TM:Adding remoteYarnConfPath * to the container local resource bucket,info
11985,[ | ]=,warn
6179,No graph configuration found.,info
5700,$$$Empty Message$$$,info
7799,"Setup task failed with error, rescheduling",info
7424,component not enabled or visible; ignoring call. Component: ,info
6225,Failure! Number of samples read from input and written to chunk files differ,error
14358,unknown type *,warn
12322,Topic authorization failed for topics *,error
5482,Found new leader for znode: ,info
15630,Error deleting template [*],warn
3491,"log splitting of  |  interrupted, resigning",warn
709,"Performing action: Changing compression algorithms to  |  is not supported, pick another one",info
1772,$$$Empty Message$$$,warn
6165,Can't find disabled icon for * - *,info
5225,Exception inside handler,error
4065,Successfully split into new HFiles  |  and ,info
11705,Error running ZooKeeper quorum peer: ,error
14766,Restarting Leader Election,warn
5288,Exception writing to internal frame buffer,error
7801,Completed conversion of legacy users,info
16249,* still pending deletes present for shards * - retrying,warn
5869,Could not load properties file: *,warn
16356,"[*] can't read metadata from store, responding with empty",warn
14308,binding to port *,info
9559,"Found * which is deprecated, please use new feature processor configuration.",warn
2297,"Refreshing region HDFS Block dist failed with exception, ignoring",warn
3556,Bad state: we've just opened a region that was NOT in transition. Region=,error
10596,DELETE operation failed for BLOB */* from *.,warn
12126,$$$Empty Message$$$,info
6579,$$$Empty Message$$$,warn
3431,unable to add token,warn
8742,"Maximum number of memory map areas per process (vm.max_map_count) * is too low, recommended value: *, you can change it with sysctl.1048575",warn
14635,Failed to register with JMX,warn
16588,Potentially blocked execution on network thread [*] [*] [* milliseconds]:  *,warn
453,before:  |  ,info
1340,"RSGroup table= |  is online, refreshing cached information",info
696,Performing action: Flush table ,info
13192,Herder started,info
8367,Missing component: *,error
15004,* = *zookeeper.pathStats.enabled,info
10302,Closing split (scanned * rows),info
11535,Could not allocate slot for *.,info
7305,$$$Empty Message$$$,warn
5255,Exception inside handler,error
2656,Namespace State Manager started.,info
8708,Migration task was interrupted,error
2844,"Failed to compute the size of snapshots, will retry",warn
5556,Error in BeanShellAssertion,warn
14924,Interrupting SendWorker,warn
5920,Waiting for post thread group: * to finish before starting next post group,info
13757,Deactivating * *: *.,info
356,Unable to close SpanReceiver correctly: ,warn
14712,Exception while sending ack: ,warn
4976,Exception writing to internal frame buffer,error
9622,Message *: salutation *,info
10283,Could not determine statistics due to an io error: ,warn
5431,Unable to list children of znode  |  ,warn
1740,: exception in Responder ,warn
1067,CODE-BUG: uncatched runtime exception for completion cleanup: *,error
9840,An error occurred during stopping the ClientHighAvailabilityServices,error
7704,$$$Empty Message$$$,error
256,$$$Empty Message$$$,warn
8830,Could not set socket timeout.,error
6122,"Ignoring template file:'*', an error occurred parsing the file",warn
16552,failed to send ping transport message,warn
2229,Skipping empty row=*,warn
4158,There are no incompatible HFiles.,info
7128,Execution Problem in *: *,warn
14986,Reading configuration from: *,info
9753,XSL transformer implementation doesn't support * featurehttp://javax.xml.XMLConstants/property/accessExternalDTD,warn
9029,Exception writing to internal frame buffer,error
11646,$$$Empty Message$$$,warn
10749,Error while notifying execution graph of execution state transition.,error
3067,Stopping,info
2318,Failed unassign,warn
2998, :  | Received a flush commit marker with larger seqId:  |  than what we have prepared with seqId:  | . Picking up new file and dropping prepared |  memstore snapshot,warn
15892,"not enough master nodes discovered during pinging (found [*], but needed [*]), pinging again",warn
6749,$$$Empty Message$$$,warn
1448,Finished loading  |  user Constraints on table: ,info
16845,skipping policy execution of step [*] for index [*] with policy [*] because ILM is stopping,info
5077,Exception inside handler,error
3327,$$$Empty Message$$$,error
13718,*: worker state changed from * to *,info
13708,$$$Empty Message$$$,warn
5059,Exception inside handler,error
13604,Topics * can not be made ready with * retries left,info
5880,Generating Dashboard,info
7368,Using charset:*,info
15350,unable to retrieve max file size [ | ],warn
1147,Remove uninitialized log: *,warn
13319,Could not read connector list,error
13880,Error occurred determining whether node is allowed children: ,error
10788,Recovering task failure for * #* (*) via restart of failover region,info
3862,Failed to add hfile references in the replication queue.,error
10946,Error while request key-value state location,info
10547,Failed to delete local blob ,error
6008,Dnd failed,warn
8578,Not starting client transports in write_survey mode as it's bootstrapping or auth is enabled,info
2415,"Table  | , small region size:  |  plus its neighbor size:  | , less than the avg size  | , merging them",info
12080,Error shutting down sorter thread: ,error
17207,monitoring execution did not complete after waiting for 10s,warn
7111,Error closing pool: *,error
5705,Problem in BeanShell script. *,warn
11773,SQL Client must stop. Unexpected exception. This is a bug. Please consider filing an issue.,error
168, failed with ,info
5211,TTransportException inside handler,error
6894,Could not open keystore or certificate is not valid * *,error
28,Failed to get PID from [ | ],warn
14571,Sending TRUNC zxid=0x*  for peer sid: *,info
1789,: IOException in Reader,info
2631,"Mob store is flushed, sequenceid= | , memsize= |  | , hasBloomFilter= | , into tmp file ",info
3663,$$$Empty Message$$$,error
9917,| - Creating new container,info
5992,Error parsing function: *,error
3828,Not transferring queue since we are shutting down,info
8370,"Memory capacity of index summary exceeded (2GB), index summary will not cover full sstable, you should increase min_sampling_level",error
5351,Exception inside handler,error
13904,invalid delta * for metric *,error
8926,Unable to read fd field from FileChannel,warn
3131,"Store=*,  memstore type=*, storagePolicy=*, verifyBulkLoads=*, parallelPutCountPrintThreshold=*, encoding=*, compression=*",info
17252,version [*] < [*] and NOT supported for [*],error
7848,Node configuration:[*],info
14929,Null QuorumPeer,error
5712,Could not convert *=* using Locale: *,warn
5950,Exiting,info
14946,Getting a snapshot from leader 0x*,info
6330,testStarted(host) on *,error
9358,Unable to retrieve default configuration,warn
2170,"splitKey isn't explicitly specified, will try to find a best split key from RS",info
54,Left over  |  task(s) are processed on server(s): ,info
6662,* - can't parse column number: * *,warn
13493,Failed to close producer due to the following error:,error
8256,Overriding max local pause time to *ms,warn
3152,"Added  | , entries= | , sequenceid= | , filesize= | ",info
13177,REST resources initialized; server is started and ready to handle requests,info
9673,Could not use value  |  as set of completions!,warn
13424,Failed to close state store *: ,error
13657,"Error reporting metrics, *: *",error
16592,failure occurred while fetching cluster state for auto follow pattern [*],warn
14268,No authentication provider for scheme: * has *,warn
17603,in : *,info
11333,Using directory * for file uploads.,info
13376,Reinitializing StreamTask * for changelog *,info
10829,IO Thread ' | ' terminated due to an exception. Shutting down I/O Manager.,error
2068, stop,info
8952,$$$Empty Message$$$,info
9913,$$$Empty Message$$$,info
5242,TApplicationException inside handler,error
8626,"Startup complete, but write survey mode is active, not becoming an active ring member. Use JMX (StorageService->joinRing()) to finalize ring joining.",info
8570,"Failed to load metrics-reporter-config, metric sinks will not be activated",warn
1058,Initialized subprocedures=,info
2275,"Could not find a better load balance plan.  Tried * different configurations in *, and did not find anything with a computed cost less than *",info
9686,Duplicate @Argument annotations on class  |  for index:  |  see: ,warn
1324,$$$Empty Message$$$,error
13933,Could not find the stats for less than me: *,warn
8972,The process ID could not be retrieved. Skipping heap histogram generation.,error
9557,Can't generate consistency report into * - it's not a directory,warn
12501,Successfully joined group with generation *,info
2372,Failed to clean up replication barrier,warn
17581,failed to send exception response for action [ | ],warn
17659,$$$Empty Message$$$,error
10378,Launching Mesos task * on host *.,info
9660,Result: ,info
1355,Health status at  |  : ,info
936,Copy Snapshot Manifest from  |  to ,info
16844,waiting to stop ILM because index [*] with policy [*] is currently in step [*],info
7075,Problem with pattern: ,error
4097,Write to * on * failed,error
9828,Program has not been parametrized properly.,error
10031,"The offset in ZooKeeper for group '*', topic '*', partition * is a malformed string: *",error
3168,Compaction priority is USER despite there being no user compaction,warn
4389,Exiting integrity repairs after max  |  iterations.  | Tables integrity may not be fully repaired!,warn
2608,Failed to delete the mob files ,error
10754,Canceled during restart.,info
15635,"[*] creating index, cause [*], templates *, shards [*]/[*], mappings *",info
14637,Failed to unregister with JMX,warn
3637,New WAL *,info
1853, old location is same as current hbase:meta location; setting location as null...,info
10906,Error while shutting down an iterative operator.,error
6921,* Problem with SSL certificate for url *? Ensure browser is set to accept the JMeter proxy cert: *,warn
6996,Should not happen - could not find MD5 digest,error
3597,Aborting all online FLUSH snapshot subprocedure task threads for ' | ' due to error,info
843,Failed reading 'labels' tags,error
2032,"Expected  |  active tasks, but actually there are ",warn
7250,$$$Empty Message$$$,error
621,Restoring the cluster,info
10016,Trying to get topic metadata from broker * in try */*,info
17410,users roles file [*] changed. updating users roles...,info
17327,$$$Empty Message$$$,info
6402,Detected problem in Listener.,error
11497,Remove job * from job leader monitoring.,info
59,Nonce generator is being replaced by test code for ,warn
9136,It means that this SNAPSHOT could be overwritten by an older one present on remote repositories,warn
10356,Unknown column type for column *. Best effort approach to set its value: *.,warn
8946,$$$Empty Message$$$,error
10350,JDBC statement could not be closed: ,info
10856,Transport type 'auto': using EPOLL.,info
7495,Error while reading the markup ,error
4825,$$$Empty Message$$$,warn
14923,"Connection broken for id *, my id = *",warn
7639,Exception occurred during onEndRequest,error
8630,Can't join the ring because in write_survey mode and bootstrap hasn't completed,warn
1554,Added  |  regions in META,info
10315,Exception while creating connection to HBase.,error
9664,Could not use value  |  as set of completions!,warn
9294,$$$Empty Message$$$,warn
8414,Updating topology for all endpoints that have changed,info
6561,$$$Empty Message$$$,info
11777,Property '*.*' not specified. Using default value: *execution,info
9037,Exception writing to internal frame buffer,error
551,Unable to get value from MBean=  | for attribute= |  ,error
9535,Ignoring non maven artifact ,warn
1503,Found  |  orphan tasks and  |  rescan nodes,info
2274,Finished computing new load balance plan. Computation took * to try * different iterations.  Found a solution that moves * regions; Going from a computed cost of * to a new cost of *,info
6467,$$$Empty Message$$$,info
6356,"* did not match *, trying next date format",info
3073,New memstoreSize from HeapMemoryTuner  |  is above max level  | . Resetting memstoreSize to max size,info
4509,"No family specified, will execute for all families",info
3326,Failed report transition  | ; retry (# | ) |  after  | ms delay (Master is coming online...).,info
9024,Exception writing to internal frame buffer,error
7042,readResponse: *,error
17568,Index [*] is closed,warn
14269,Authentication failed for scheme: *,warn
2641,No partitions of mob files,info
1775,Stopping server on ,info
862,Mapper took  | ms to process  |  rows,info
15484,"exception when bootstrapping with *, rescheduling",warn
7406,Error while cleaning up after exception,error
14785,"cannot validate request, observer masters not enabled",info
156,Failed to delete snapshot  |  for table ,info
11418,Using restart strategy * for * (*).,info
3154,"Starting compaction of  |  into tmpdir= | , totalSize= | ",info
16224,Failed to open / find files while reading metadata snapshot,info
5864,Setting JMeter property: *=*,info
612,Restoring cluster - stopping initial region server: ,info
7804,Unable to complete conversion of legacy auth data (perhaps not enough nodes are upgraded yet). Conversion should not be considered complete,info
17553,cannot parse application privilege [*],error
4461,"Region  |  is in META, and in a disabled  | tabled that is not deployed",info
1868,"Active/primary master= | , sessionid=0x | , setting cluster-up flag (Was= | )",info
4583,Could not close log at *,error
2311,Region:  |  not hosted on favored nodes:  |  current:  |  moving to: ,warn
10619,Trying to trigger another checkpoint for job * while one was queued already.,warn
14479,Failed to create trust manager,error
14019,channel is told closing,info
13909,Removed leader offer *,info
6398,Exception occurred interrupting ThreadStarter,warn
13170,Added aliases '*' and '*' to plugin '*',info
14942,"Unexpected exception, retries exceeded. tries=*, remaining init limit=*, connecting to *",error
5029,Exception inside handler,error
15035,Cannot add private credential to subject; clients authentication may fail,warn
16019,delayed state recovery failed,warn
311,Chore service for:  |  had  |  on shutdown,info
15338,JNA not found. native methods and handlers will be disabled.,warn
7656,Unable to find resource ,warn
11983,Regular expression ' | ' for property ' | ' not valid. Using default,warn
918,You may have to run manually chown on: ,warn
1787, unexpectedly interrupted,info
2567,Restore snapshot= |  as table=,info
187,"The  |  setting:  |  is smaller than  | , will use  |  instead.",warn
13511,Failed to resume * * since it got migrated to another thread already. Closing it as zombie before triggering a new rebalance.,info
2264,"Failed updating meta, suspend *secs *; *;",warn
2974,$$$Empty Message$$$,warn
4645,Waiting for namenodes to stop on mini cluster is not supported,warn
11754,Caught exception,error
670,Starting datanode ,info
10117,Cannot send RMQ message * at *,error
10096,"No active shard for subtask *, marking the source idle.",info
5684,Problem in BSF script. *,warn
4926,TApplicationException inside handler,error
13188,Ignoring unknown expanion type *,info
9143,Starting Karaf container,info
5183,Exception inside handler,error
12960,* RetriableException from SinkTask:,error
8532,The option crc_check_chance was deprecated as a compression option. You should specify it as a top-level table option instead,warn
9140,Cannot delete temporary created file.,warn
10500,Fields number is %d,error
4074,Setting compression  |  for family ,info
5332,TApplicationException inside handler,error
279,Ignoring unknown action code ' | ',error
2357,Found a wrongly formatted file:  |  - will delete it.,warn
9332,Error loading FeaturesService state,warn
17615,failed to properly close watcher bulk processor,warn
10719,Shutting * down with application status *. Diagnostics *.,info
9042,Exception writing to internal frame buffer,error
8960,Cannot provide an optimal BloomFilter for * elements (*/* buckets per element).,warn
2052,assignRegion specifier type: expected:  |  actual: ,warn
3799,Failed to deserialize bulk load entry from wal edit. Then its hfiles count will not be added into metric.,error
13313,Started worker *,info
5074,Exception writing to internal frame buffer,error
14128,Cannot boot MetricsProvider *,error
4123,Write operation for * took *ms. Configured write timeout *ms.,info
10919,Recovered *.,info
10956,Failed to stop resource manager leader retriever when suspending.,warn
4089,$$$Empty Message$$$,error
10459,"Failed to push metrics to PushGateway with jobName *, groupingKey *.",warn
12838,$$$Empty Message$$$,warn
11508,Successful registration at job manager * for job *.,info
3258,Interrupted while waiting,warn
8394,Writing large partition */*:* (*) to sstable *,warn
17396,error in the format of data for user [*],error
259,Error disposing of SASL client,error
11833,Error while committing transaction *. Transaction has been open for longer than the transaction timeout (*).Commit will not be attempted again. Data loss might have occurred.,error
14296,Ignoring unexpected exception,warn
9590,      adding config file: *,info
17131,[*] Interrupted acquiring update model snapshot semaphore,info
10407,    Failover Timeout (secs): *,info
5959,running clientengine run method,info
5109,TTransportException writing to internal frame buffer,error
9773,Features service is not available,error
1020,ThreadGroup * contains running threads; *: See STDOUT,error
12601,Aborting incomplete transaction due to shutdown,info
7697,$$$Empty Message$$$,info
13728,Task * already exists with spec *,info
16101,finished segment upgrade,info
14605,Committed request not found on toBeApplied: *,error
3681,$$$Empty Message$$$,warn
14861,Unknown packet type: *,warn
7367,Using platform default charset:*,info
1206,Could not parse: ,error
376,Not able to close the reader,warn
17602,out: *;,info
8721,Drop scalar function overload '*' args '*',info
4852,Fail to enable the doAs feature. hbase.regionserver.thrift.http is not configured,warn
14590,NEWLEADER proposal has Zxid of *,info
17653,failed to execute watch [*],warn
7151,Problem stopping subscriber,warn
7869,Please rename encryption_options as server_encryption_options in the yaml,warn
7743,\t,warn
4084,Skipping HFileLink ,warn
1109,"Unable to serialize one of the procedure: proc= | , subprocs=",error
1252,$$$Empty Message$$$,warn
14241,Received packet at server of unknown type *,warn
13024,"* Flush of offsets interrupted, cancelling",warn
11072,* has failed,warn
13696,Failed to stop worker *,error
2837,"Quota support disabled, not starting space quota manager.",info
5919,Starting tearDown ThreadGroup: * : *,info
12252,$$$Empty Message$$$,info
17610,"triggered watches could not be deleted *, failure [*]",error
15058,Unexpected exception,error
4755,Error in closing the table ,error
11820,Running remotely at *:*,info
10194,Cannot find registered Kryo serializer class for class  |  in classpath; using a dummy Kryo serializer that should be replaced as soon as |  a new Kryo serializer for the class is present,warn
6344,Could not delete file: *,warn
16714,interrupted while waiting for scheduler engine termination,warn
990,Ignoring abort request on state=' | ' for ,warn
11487,Could not delete the checkpoint stream file *.,warn
6998,Unknown stream type *,warn
13663,Starting agent process.,info
12625,Received invalid metadata error in produce request on partition * due to *. Going to request metadata update now,warn
2570,Snapshots from an earlier release were found under: ,error
16801,[*] data frame transform encountered an exception: ,warn
5789,Exception invalidating socketOutputStream connected to graphite server *:*,warn
4298,Region replica replication peer id=region_replica_replication not exist,warn
4559,Failed to sideline old file *,warn
1828,Failed to compact mob files,error
15625,completed closing of indices *,info
12445,Offset commit with offsets * failed,error
1795,: stopping,info
13098,Joined group at generation * and got assignment: *,info
639,Table  |  doesn't have enough regions to merge,info
11554,Could not properly disassociate from JobManager *.,warn
8009,Bootstrapping - doing STCS in L0,info
13328,$$$Empty Message$$$,error
14843,Ignoring notification for non-cluster member sid * from sid *,warn
4432,Handling overlap merges in parallel. set hbasefsck.overlap.merge.parallel to false to run serially.,info
12900,Setting up None Policy for ConnectorClientConfigOverride. This will disallow any client configuration to be overridden,info
15355,unknown error * when adding console ctrl handler,warn
5322,Exception writing to internal frame buffer,error
1096,Got an exception from the sync-loop,error
9044,Exception writing to internal frame buffer,error
3770,Couldn't locate log: ,error
9031,Exception writing to internal frame buffer,error
6294,Using DataStrippingSampleSender for this run with stripAlsoOnError: *,info
12953,"* Ignoring invalid task provided offset */* -- not yet consumed, taskOffset=* currentOffset=*",warn
580,Starting RS on: ,info
849,Map-reduce job failed!,info
9167,Client execution is skipped,info
14244,"SnapCount should be 2 or more. Now, snapCount is reset to 2",warn
9286,Error reading configuration file ,warn
8234,Announcing shutdown,info
11580,Maximum number of open file descriptors is *.,info
6747,Invalid request received:'*',error
2213,No matching procedure found for * transition to *,warn
11976,The factory has not been configured prior to loading the Swift native file system. Using Hadoop configuration from the classpath.,warn
16512,failing snapshot of shard [*] on closed node [*],warn
13394,Error happened during initialization of the global state store; this thread has shutdown,warn
10525,Failed to notify callback about failure,error
5799,Request to influxDB server was cancelled,warn
16757,$$$Empty Message$$$,error
13096,Connector * target state change,info
17564,Failed to decode base64 string [*] - *,info
6239,"Cannot delete created temporary directory, '*'",warn
9047,Exception writing to internal frame buffer,error
6289,Constructor only intended for use in testing,warn
15535,"received cluster state from * with a different cluster uuid * than local cluster uuid *, rejecting",warn
5053,Exception inside handler,error
7719,An HTTP error response in WebSocket communication would not be processed by the browser! If you need to send the error code and message to the client then configure custom WebSocketResponse via WebSocketSettings#newWebSocketResponse() factory method and override #sendError() method to write them in an appropriate format for your application. The ignored error code is '*' and the message: '*'.,warn
8341,"failed to parse * option, defaulting to 'false'.is_literal",error
14446,Using checkIntervalMs=* maxPerMinute=*,info
3465,The  |  directory exists.  Hence deleting it to recreate it,info
9179,Generation not enabled,info
6028,Error during html report generation: *,error
1376,fail to start connector server!,error
1683,WriterThread encountered error,error
11532,Receive slot request * for job * from resource manager with leader id *.,info
6988,Execution issue when fetching embedded resources,warn
2174,$$$Empty Message$$$,warn
4654,Processed  |  rows.,info
2639,$$$Empty Message$$$,info
869,Failed to convert Scan to String,warn
10640,Reset the checkpoint ID of job * to *.,info
12035,* allocate * floating segments successfully!,info
14798,Using *ms as the quorum cnxn socket timeout,info
736,$$$Empty Message$$$,error
13509,Failed to close zombie * * due to *; ignore and proceed.,warn
17492,$$$Empty Message$$$,error
9256,Deployment finished. Registering FeatureDeploymentListener,info
14592,Shutting down,info
16646,$$$Empty Message$$$,error
921,Unable to set the owner/group for file= | : ,warn
2005,Got IOException: ,error
11861,Restoring state for the *.,info
4987,Exception inside handler,error
1243,$$$Empty Message$$$,warn
781,$$$Empty Message$$$,error
880,Looking up current regions for table ,info
16040,failed to invoke after index removed callback,warn
11481,"No state backend has been configured, using default (Memory / JobManager) *",info
7598,The initialization of an application with name '%s' has failed.,error
1550,Encountered exception while doing favored-nodes (random)assignment  |  Falling back to regular assignment,warn
5146,TApplicationException inside handler,error
7244,$$$Empty Message$$$,info
10357,Unmanaged sql type (*) for column *. Best effort approach to set its value: *.,warn
12996,Ignoring stop request for unowned task *,warn
14626,"LearnerHandler is too far behind (0x* < 0x*), disconnecting * at *",error
3329,RegionServer abort: loaded coprocessors are: ,error
8924,"fsync(*) failed, errorno (*) *",warn
14877,$$$Empty Message$$$,error
10027,Exception while shutting down ZookeeperOffsetHandler,error
13619,Warning: window end time was truncated to Long.MAX,warn
2355,Failed to traverse and delete the dir: *,info
11627,Error while canceling the task *.,error
4232,INVALID NAME ,info
9490,All initial bundles installed and set to start,info
16756,$$$Empty Message$$$,error
5837,Can't read *,warn
12419,"Truncation detected for partition * at offset *, resetting offset to the first offset known to diverge *",info
7468,"error delegating to writeObject : *, path: *",warn
14428,* = *zookeeper.netty.advancedFlowControl.enabled,info
9597,$$$Empty Message$$$,warn
4789,seqid=,info
9596,$$$Empty Message$$$,error
9780,Can't add features repository *,error
12047,BytesHashMap with hashSetMode = true.,info
10940,JobGraphsPathCacheListener initialized,info
5363,Exception inside handler,error
9755,Error generating filenames,warn
10157,Invalid value for number of samples to take:  | . Skipping sampling.,warn
10824,Job * has been archived at *.,info
7213,Error handling receive,error
9474,Feature dependency * is not available. Kar deployment postponed to see if it is about to be deployed,warn
4586,Rename * to *,info
9688,Duplicate @CompleterMethod annotations on class  |  for index:  |  see: ,warn
1533,Uncaught exception when shutting down coprocessor ' | ',error
10985,Failing pending slot request [*]: *,info
13926,Unexpected exception,warn
14018,channel is connected: *,info
1922,* modify table * from * to *,info
6429,Error processing Assertion.,error
5066,Exception writing to internal frame buffer,error
998,Stopping procedure remote dispatcher,info
3572,Error when call RSProcedureCallable: ,error
11631,$$$Empty Message$$$,error
17192,$$$Empty Message$$$,warn
4708,Inserted key tracker thread interrupted,info
2371,"Found a procedure log ( | ) newer than current time ( |  <  | ), probably a clock skew",warn
3412,"Initial stripe count is 0, using the default",error
1813,"CatalogJanitor is disabled! Enabled= | , maintenanceMode= | , am= | , metaLoaded= | , hasRIT= |  clusterShutDown=",warn
4386,"Another instance of hbck is fixing HBase, exiting this instance.  | [If you are sure no other instance is running, delete the lock file  |  and rerun the tool]",error
5744,Constructor only intended for use in testing,warn
6038,"Can't redo, we're already on the first record",warn
10159,Unexpected problem while getting the file statistics for files ' | ': ,error
4348,Done fixing split.,info
14763,minSessionTimeout set to *,info
10574, No retries left.,error
12476,Received unknown topic or partition error in ListOffset request for partition *,warn
